name;brand;cuisine;website;lng;lat
Gustavo;;;;5.7219127;45.1880386
Grill Istambul;;kebab;;2.8843432;48.9588799
Fa Fa;;asian;;2.2816612;48.8673537
So Crêpe;;crepe;;2.2592842;48.8387132
Resto Soleil;;kebab,turkish;;2.0675703;48.950306
Naan Tandoori kebab;;kebab;;-0.3691642;43.3022142
Domino's Pizza;Domino's Pizza;pizza;;-3.1440599;48.5581386
La Vallée Pizza;;pizza;;2.7988997;48.8964748
La Rotanda;;mexican;;3.0542321;50.6229686
Bolly Food;;;;0.3409006;46.5823684
Mirèio;;sandwich;;6.9702367;43.6193675
Cheat Meal;;;;-1.6677621;48.0857245
Le Chicken Show;;;;-1.6677592;48.0858447
Italie Fast Food;;;;-1.6676088;48.0860751
Le Five;;;;4.0383612;49.2692302
Maxin Chicken;;;;2.3313611;48.7857938
231 East Street;231 East Street;burger;;1.0834598;49.4310235
Nabab Kebab;;kebab;https://www.nababkebab.com/;1.0837255;49.4310787
Le Sultan II;;kebab,burger;;6.52141;47.1279
Karl Maison du Hot Dog;;hot_dog;https://www.facebook.com/KarlMaisonduHotDog/;1.4433717;43.6014462
Un Air de Famille;;;;2.4059578;48.856477
Spok;;;;-1.5674193;47.2629252
Square Make;;;;5.4540338;43.5251967
Bioburger;;burger;;5.452289;43.5270562
Lou;;pizza,salad;;3.0539896;50.6293085
Bowl & Co;;;;-1.4999166;43.4840891
As-sos;As-sos;kebab;;2.9562946;48.376755
O2c Ki Crok;;sandwich;;2.2558967;48.972434
Vitalis;;salad;;2.2412535;48.8380616
Royal Delice;;greek,sandwich;;2.017684;48.7677792
Traiteur Pekin;;chinese;;2.2652896;48.8410485
Le Soleil de Tunis;;;;2.89015;42.6955383
Mis Kebab;;;;2.8901117;42.695664
Urban Garden Café;;salad;https://www.urbangardencafe.fr/;1.4441667;43.605759
Maison Jaco;;rotisserie;;5.5812134;45.379024
Snack Pizz;;pizza,burger;;-1.7707715;43.3477838
;;pizza;;-0.4436542;45.1386707
Le Sultan;;kebab;;-1.5593843;47.2252945
Food lover;;;;-1.5596148;47.2255684
Tacos Français;;tex-mex;;2.0688103;48.9607102
Restaurant Le Bosphore - Kebab;;;;2.0709289;48.962638
Lina Lunch . DOUBLE L;;;;2.0712114;48.9620443
Le Cass'Dal;;kebab;;1.099451;49.4479133
Aladdin;;kebab;https://business.google.com/website/aladdin;1.0997288;49.4478972
Street Food;;;;-2.0717076;48.6304991
MyPOKÉ by YAPAN SUSHI;;poke;;7.7568526;48.5822052
Oz Pizza;;pizza;;7.021623;43.5755639
Pause Fraicheur;;sandwich;;5.158754;45.6101988
La Frite Belge;;friture;;4.3137134;45.1845938
Domino's;Domino's;pizza;;4.8917879;44.9282888
Smokys;;;;4.8922357;44.9281748
Royal Kebab;;;;4.892341;44.9281518
Le Djamel;;kebab,shawarma,tacos;;2.3533716;48.8873092
Aux Mille et une Pâtes;;Pâtes;;2.0681623;48.9502581
Family Pizza;;pizza;https://familypizza-acheres78.com/;2.0682723;48.9502422
Kebab Songeons;;turkish;;1.8531568;49.5494805
Toto Pizza;;pizza;;4.1245651;45.1425104
Le Lapin Noir;;burger;https://lelapinnoir.fr/;-1.6774958;48.1109459
Sushi Shop;Sushi Shop;sushi;https://www.sushishop.fr/fr/restaurant/angers-platagenet;-0.5543949;47.4723412
Babylone;;kebab;;4.8185402;43.9514824
Le Comptoir;;sandwich;;2.4918808;48.7654689
Sole - Mio;;pizza,kebab,shawarma,burger,fried_chicken,chicken;;2.3561008;48.8878716
Kebab Bora;;kebab;;1.9397993;49.6640468
Resto Doner Burger;;burger;;1.9392968;49.6647462
Springfield;;burger;;-1.5449293;47.2174423
Le Mondial Kebab;;kebab;;-1.5450968;47.2173672
Sandwicherie;;;;2.3554057;48.887334
Rayan - Sandwicherie;;;;2.3532578;48.8870308
King Coq;;burger,kebab,fried_chicken,chicken;;2.3513261;48.8868858
Épicerie le Myrha;;sandwich;;2.3511531;48.8868494
Pizza Crousty;;pizza;http://www.pizzacrousty.fr;1.9392082;49.6641132
Heiko;;poke;;-1.5530271;47.214099
L'Appel â Pizza;;pizza;https://lappelapizza.com;-1.5240091;47.2304229
The Vintage;;sandwich;;2.0857824;49.4306148
La Paillote;;pizza;;4.3023264;45.0610397
Pasta Délice;;;;6.3670704;43.136395
Expo'Bar;;sandwich,french;;4.8938808;45.786168
One minute Kebab;;kebab;;4.8114481;45.7863419
Moule & Chips;;mussel,fish_and_chips,burger;;4.8015521;45.7794729
Mr Wings;;;;2.3635502;48.8428064
Aloha Pizza;;;https://www.alohapizza.fr/;-0.7461728;44.904197
La Barcarella;;pizza;https://www.facebook.com/labarcarellapizzeria/;-3.3410566;47.7236241
Casa Pizza;;pizza;;5.3775635;43.2858033
Sucré Salé;;;;2.466297;49.2736076
Le Saint Charles Kebab;;kebab;;3.212647;49.614863
Pizz'à Mia;;pizza;https://www.facebook.com/pizzamia04000;6.2224273;44.0826727
Subway;Subway;sandwich;;-0.5583785;44.8578873
Alanya;;kebab;;-1.5653137;47.2144009
Le Prestige Burger;;burger;;3.9534892;49.0416992
Food truck;;;;1.8947951;47.8932851
Pizza Crousty;;pizza;http://www.pizzacrousty.fr;1.7813998;49.4423973
Le Fly Kebab;;pizza;;1.7805021;49.4424773
Traiteur asiatique;;asian;;2.233282;48.8339272
BB Burgers;;burger;;2.2525475;48.9182572
L'Escale;;kebab;;2.0724484;48.799077
Rotisserie Molliere;;;;-0.6165906;47.4600139
Kebab Le Marigny;;kebab;;3.7354591;48.4034248
Le Haut Atlas;;;;2.5022372;49.5158451
Le Koubiak Kazdal;;kebab,burger,coffee_shop;;2.2199632;48.9538372
Sushi et Thaï;;asian;;1.4427825;43.6053507
;;;;5.3741828;43.2930739
Roadside;;burger;https://roadside.fr/restaurant/saint-malo/;-2.0086094;48.6469151
L'écailler du Panier;;sandwich;;5.3654659;43.2977343
Pitaya;;thai;https://toulouse-capitole.pitayaresto.fr/;1.4449668;43.6049997
Snack Shack;;sandwich;;-0.7677377;48.068511
Domino's Pizza;Domino's Pizza;pizza;;-0.5612696;44.8571086
Ô Châlet;;;https://ochaletmorzine.fr/;6.7022824;46.1811475
Paparazzi;;;;-0.7680876;48.0684566
Resto'Vit;;;;7.0939969;49.1175964
Au Tip Top;;burger,pizza,regional;;1.4771818;44.8985708
L'ambassade Bretonne;;;;5.3721305;43.2964968
Stop-In;;kebab;;-0.5813152;44.84255
Bistro Mimi;;pizza;;-0.5792102;44.8447854
Domino's Pizza;Domino's Pizza;pizza;;5.3917107;43.264713
Friterie de la Marque;;;;3.0775062;50.6696663
Le comptoir de Sevran;;;;4.8104641;43.9478073
El Kima;;sandwich;;2.2137076;48.92635
Restaurant Burak;;kebab;;2.213894;48.9264223
Chair de poule;;burger,chicken;https://lachairdepoule.eatbu.com/?lang=fr;2.2139409;48.9264337
MJ pizza;;pizza;;4.8643195;43.9920802
Syan Food;;pizza;;2.2098626;48.924756
Kasta;;kebab;;2.2088139;48.9244784
Mdl Crêpes;;;;2.2301475;48.9149731
Tafna;;pizza;;2.2305559;48.9151388
Chicken Spot;;chicken;;2.2086824;48.9237144
;;pizza;;5.6043046;43.3508993
Hotimes Pizza;;pizza;;3.9560127;49.0438021
Rose and roses;;;;4.8349308;45.7617682
Pat'Pizza;;pizza;;2.3141475;44.9430099
La Petite Girandole;;burger;https://m.facebook.com/lapetitegirangole;5.5438278;43.223007
Chez Patoch';;crepe,kebab,sandwich,waffle,chichi,ice_cream;;-2.5122097;47.2950963
Le Glacier;;crepe,ice_cream,waffle;;-2.5134873;47.2957121
Le Comptoir Volant;;burger;;3.0645827;50.6398077
N'Délice Kébabs;;;;5.131858;47.3975419
Chicken Family;;;;2.1603591;48.4364935
L'Escale;;kebab;;4.649614;45.6793607
Pizza Il Pallio;;pizza;;4.7915603;43.9545473
Le Point it;;italian,pizza;https://lepointit.fr/;3.1589579;50.7008749
Speed Rabbit Pizza;;;;2.3072597;48.6365751
Pizza Punch;;pizza;;2.2070832;48.9239184
Pret A Manger;Pret A Manger;sandwich;https://www.pretamanger.fr/fr-FR;2.5584027;49.0124117
Ristorante Del Arte;;;;-1.4273675;46.6985975
Pizzeria Chez Jean;;;;2.2262433;45.1343025
Prem’s;;;;0.6803508;47.3940447
Balzac Burger;;burger;https://balzac-burger.com;0.680825;47.3940088
Pizza Sandwich Le Calypso;;sandwich;;2.2607803;48.725052
Djaam;Djaam;african,poke,sandwich;;-1.560691;47.2126623
La Rôtisserie;;;;2.3960663;48.8387909
Custom Pizza;;;;2.395821;48.8390816
Les 3M;;sandwich,salad,panini;;-1.5608859;47.2125753
Tutty Friterie;;;;-1.4989593;47.9591141
Best Sandwichs;;sandwich,kebab,tacos,burger;;1.9007319;47.9093429
Cafet' Astrée;;sandwich,pasta,salad;;4.8706434;45.7833754
Tout en Saveur;;;;3.9611507;49.0490333
L'Art en Burger;;burger;https://www.lartenburger.fr/l-art-en-burger-olivet/;1.9197389;47.8434541
Encas 2 Faim;;;https://www.ou-dejeuner.com/olivet-45160/restauration-rapide-4/encas-2-faim-114339;1.9192861;47.8429459
La gourmandise de Sylvie;;burger,french,sandwich;;-4.413608;48.4426263
Freshwey;;burger,pizza,indian;;1.4780232;44.8964456
Wooded;;sandwich;;-1.6791924;48.1147853
Family Food;;burger;;2.7456434;48.8559423
Sain-Bel Kebab;;;;4.5996061;45.8113151
Pizza'kris;;pizza;;5.5350195;46.6745725
Le Délice D’or;;lebanese;;0.7176729;47.3897797
La Crêperie du 2bis;;;;2.352344;48.8476743
Le Chawarma du Palais;;lebanese;;2.2845614;48.8785602
Domino's;Domino's;pizza;;-1.1957174;48.3508394
Panini express;;;;3.0882445;50.3717843
EatandYou;;;;3.1965668;50.6755656
Le Petit Crébillon;;kebab;;-1.5560539;47.2144427
Pitaya;Pitaya;thai;https://nantes-commerce.pitayaresto.fr/;-1.5579487;47.2138725
Chez Rozelin;;kebab,turkish,pizza;;7.306069;47.8369471
L'Authentique Pizzeria;;pizza;;7.2760919;43.7264929
Slide Planet;;;;6.1244769;45.0105758
Kid Burger;;;;6.1245199;45.0064076
Pizza Presto;;;;-0.2842934;49.2895495
AGA Burger;;;;2.1978909;49.007898
L'Arlequin;;pizza;;3.494512;45.0986104
Popotes;;;https://popotes.fr;4.8500505;45.7615946
Massena di Napoli;;pizza;;5.3845026;43.2856537
K's Croute;;;https://kscroute.eatbu.com/;6.1221133;45.0071787
Croc' Ciçou;;;;6.1223251;45.0050669
Pizza Cyan;;pizza;;6.1226269;45.0072539
Domino's Pizza;Domino's Pizza;pizza;https://www.dominos.fr/offres/saint-gregoire_35760;-1.7219595;48.1772404
La Frite Gourmande;;;;1.37583;50.0632772
McDonald's Sierentz;McDonald's;burger;;7.4436252;47.6651785
Subway;Subway;sandwich;;2.7556784;48.8542016
ABE;;kebab;;5.0259709;47.3101727
Mister Pizza;;pizza;;6.9861085;43.5989024
Web Pizza;;pizza;;3.1332777;50.6175352
La Boutique du Sandwich;;sandwich;;7.0526082;48.7371718
Le Palace;;kebab;;7.0524381;48.7376272
Antalia Kebab;;kebab;;3.2487653;45.7984884
Rajput Indian Kebab;;kebab;;1.6066714;42.9659984
Meiner;;kebab;;2.2720794;48.9834673
Ezope;;sandwich,salad;;-1.5551988;47.2191307
Bunch;Bunch;burger,sandwich;;-1.5551501;47.219192
Kebab House;;kebab,sandwich;;3.0683004;50.6240066
1.2.3 Pizza;;pizza;;2.3756946;47.1055058
Le Fac'Food;;sandwich;;-1.552069;47.2484939
La place des saveurs;;;https://www.sicoval.fr/fr/sortir/place-des-saveurs/place-des-saveurs-lac-de-labege-enova-toulouse.html;1.5159096;43.5370895
Allo Mario's Pizza;;pizza;;1.3926264;50.0651162
Jacob Meatpacker;;burger,bagel;;2.2315181;48.8354562
Kimsou;;;;2.3715824;48.8860637
Fresh & Fast;;;;2.3718975;48.8863353
TacoShake;;;;2.3723401;48.8866978
Yakamoz;;;;2.8819743;48.9582531
Snack and Go;;burger;;6.2372803;44.0938992
Culture Crêpes;;crepe;https://www.culturecrepes.fr;2.342607;48.8533338
La Maison du Kebab;;kebab;;2.3426093;48.8532516
Istanbul;;kebab;;3.2324696;50.1727626
La Main à la pâte;;pasta;;3.2317944;50.174461
Lusitalia Cambrai;;pizza;https://www.lusitalia.fr;3.2326336;50.1753858
Master Pizza;;pizza;;3.2318453;50.1716588
Saveurs d'ailleurs;;lebanese;;2.3545611;48.8444972
Elya Pizza;;burger;;-0.9683338;44.6379402
O'Tacos;O'Tacos;mexican;;3.2328528;50.1757234
Time Frites;;fries;;3.2337573;50.1761827
My Gyoza;;japanese;;-1.5585962;47.2140552
Memo;;kebab;;2.3757673;48.8894885
Domino's;Domino's;pizza;;2.3750371;48.8889217
Akdeniz;;kebab;;2.374742;48.888696
Au Four à Bois;;pizza;;2.2370159;48.9854554
Minute Gourmande;;sandwich;;1.4357916;43.6105833
House 44 Burger;;burger,tacos,kebab,sandwich;;-1.5502625;47.2094839
Le Petit Resto Ambulant;;;;5.8659294;45.2342041
La Cantine;;burger;;6.71073;45.9389703
Gourmy's;;burger,sandwich;;2.4295191;48.6229823
Phở Royal;;vietnamese,thai,chinese;;-1.5586521;47.2131013
Casapollo;;;https://www.casapollo.com;-1.5587058;47.2130573
Winner;;;;2.7824695;49.3890629
;;;;2.2762326;48.7205957
Chick'n Choc;;;;2.3729495;48.8753129
Los Pollos;;;;2.3739815;48.8751099
Le Relais Vert;;;;5.4229577;43.5321033
Méditerrannée;;kebab;;2.2940309;49.8964511
Bagelstein;Bagelstein;bagel;;2.2969668;49.89285
Nann Street;;burger;https://www.naanstreetlille.fr/;3.0481356;50.6144122
PastaPizza & Cie;;;;2.1122584;49.4375675
Délice de Noisiel;;pizza;;2.6243967;48.8537282
O'Tacos;O'Tacos;french_tacos;https://otacosmontreuil.business.site;2.4426021;48.8613544
Bretzel Burgard;;ice_cream;;7.7460956;48.5829997
Pop Burger;;;;3.5224229;50.3598246
L'oasis;;kebab;;3.5184651;50.3583163
Pide Nantes;;turkish,pizza;;-1.5562556;47.2138957
Tomme;;;;2.2366316;48.8366013
Paristanbul;;kebab;;2.4732977;48.8357751
Le Cœur du Liban;;lebanese;;2.3631184;48.8723377
Bun's Land;;chinese;;2.3630396;48.8722332
Poké Five;;;;2.289909;48.8762675
Corleone;;pizza;;5.0466311;45.0941809
MB Gusto;;italian;;2.3591879;48.9066139
Égée Kebab;;;;5.2149954;46.215329
Mian Fan - Crispy taiwanese fried chicke';;chicken;;2.3312816;48.8749089
Big Time;;tacos;;2.2856826;48.9642739
Istanbul Grill;;kebab;;2.2855807;48.9642856
Express Pizza;;;;3.0638123;50.6185267
Burger King;Burger King;burger;https://restaurants.burgerking.fr/la-rochelle-les-minimes;-1.1539797;46.147126
Grany;;sandwich;;2.4261764;48.8527755
Wazawok;;asian;;3.0674622;50.6370659
Pizzas Kiki;;pizza;https://www.pizzas-kiki.com/;-0.5429302;44.7135791
Square Maker;;;https://www.squaremaker.fr;-0.4272285;43.3164355
La Croissanterie;La Croissanterie;sandwich;;3.1979737;47.9737363
Subway;Subway;sandwich;https://www.quartierlibre-lescar.fr/boutique/subway/#;-0.4333026;43.3173769
Chicken Pizza;;pizza;;2.2813405;48.9929057
Folie's Sushi;;japanese;;2.280644;48.9924145
KFC;KFC;chicken;;-0.3704416;43.2956943
Les Burgers de Papa;Les Burgers de Papa;burger;;-0.3662901;43.2981183
L'Étoile;;;;0.1972256;48.0009855
Glazeon;;donut,sandwich;;0.1982898;48.0010744
Royale Pizza;;pizza;https://www.cambrairoyalpizza.fr/;3.2294732;50.1666034
;;burger;;5.400238;43.3003528
;;;;5.4037456;43.2989603
Tel Pizza;;;;3.0280672;50.6176548
La Sénégalaise;;;;1.8990205;43.8964214
Deek 89;;thai;;0.6906341;47.3958821
Au Gré des Saisons;;;;4.9145955;45.7147489
Pizza New Délice;;kebab;;4.0213997;49.2579026
La Maison du Burger;;burger;;6.1709481;49.1069305
Délice Pizza;;kebab,pizza;;2.391652;48.8555772
Ô Quai Gourmand;;;;2.4073078;48.8193991
L'étoile;;kebab;;2.4071899;48.819427
Carré Food;;burger,kebab,pizza;;2.4057147;48.819795
Istanbul 2000;;;;2.3742762;48.9789752
Allo Lezzet;;;;2.378844;48.978045
RESTAURANT DE LA GARE;;;;2.3849902;48.9784992
A.Z. Bouffe;;;;2.377206;48.979681
Aff Flanades;;;;2.377553;48.978927
Good Snack;;;;2.384831;48.977179
2Nb Délices;;;;2.3719922;48.9772613
Novan;;;;2.378775;48.977831
SARL REMY;;;;2.371976;48.977668
Shawarma & Burger;;;;2.3696372;48.9818911
Enjoy Tasty Food;;;;2.383465;48.9761964
Restaurant de la Gare;;;;2.389392;48.976787
A2JD;;;;2.369802;48.977969
Park Avenue;;;;2.3678762;48.9821391
MG FAST FOOD;;;;2.377826;48.977788
Flanad Express;;;;2.378048;48.978355
MG FAST FOOD;;;;2.3734242;48.9795002
Le Clairis;;;;2.371204;48.977539
Ifood;;;;2.3731;48.977448
Ton Étoile;;;;2.37252;48.977325
Salon 23;;;;2.3735872;48.9794782
CHEZ KEM'S;;;;2.370397;48.976835
H Resto;;;;2.3886003;48.9759981
Pro-Pizza;;;;2.370867;48.974461
Sarcelles Multi-Services;;;;2.375509;48.976311
SARL Pro-Pizza;;;;2.3664652;48.9761733
Mega Chicken;;;;2.382942;48.979022
Chez Sergio;;;;2.371729;48.97921
Salon 23;;;;2.377989;48.977766
Wanden & Maxwell;;;;2.3772572;48.9775543
Surprise;;;;2.376169;48.9763013
Caglayan;;;;2.3694366;48.9778263
Tekmile;;;;2.378133;48.978835
2Nb Délices;;;;2.376394;48.975549
Wanden & Maxwell;;;;2.381659;48.975842
Pizza Tova;;;;2.371901;48.979701
La Terrasse;;;;2.37661;48.978347
Chalet à pizza;;;;6.1223992;45.0070023
Theory;;burger,fast_food,american;https://theory-restaurant.fr/;2.3666628;48.862149
Machouille's coffee;;donut,sandwich;;-1.5595077;47.2155602
Chez Léa;;;;2.4185434;48.852904
Ekin kebab;;;;5.0455989;47.3422746
Délices d'Aya;;sandwich,kebab,pizza;;2.4317158;48.8573799
El Almacen;El Almacen;argentinian;;-1.5582521;47.2151864
;;kebab;;2.0193969;49.0330675
Ekylibre;;;https://www.ekylibre-toulouse.fr/;1.4461499;43.6025251
Gourmet Grill;;kebab;;0.6572399;47.3369023
Napoli Pizza;;;;2.740934;48.006643
Mon Kebab;;;;2.7411392;48.0059534
Le Cellier Muratois;;regional;https://www.lecelliermuratois-63.fr;2.7331877;45.5970373
For you;;pizza,burger;https://www.foryou47.fr/;0.6112028;44.2028949
Fresh Burger;;;;5.3729889;43.3159993
La Bel Frite;;burger;http://www.label-frite.fr/;3.21174;50.5656433
Otentik City;;;;4.9013699;45.7058961
Votre cantine sur mesure;;salad;;2.3208097;48.8731269
Planet Sushi Paris - Madeleine;;japanese;;2.3207755;48.8731776
Mister Garden Boétie;;salad;;2.3175543;48.8743438
Moma sushi;;sushi;;4.8291336;44.1236538
La Boîte à Pizza;La Boîte à Pizza;pizza;http://www.laboiteapizza.fr;1.899311;47.9146692
Trois Frites;;friture,fries;;0.682947;47.3947125
Burger King;Burger King;burger;;7.1890041;43.7267759
Döner Kebab;;;;0.6921192;47.3961015
Pizzeria du village;;pizza;https://www.pizzeriaduvillage.fr;4.9426587;45.6994532
;;sandwich,ice_cream;;-3.1512159;48.5547848
La petite Fringale;;ice_cream,waffle,pancake,sandwich;;1.614641;50.7255594
Molly Jefferson's Pizza;;pizza;https://www.mollyjeffersonpizza.fr/;2.2606114;48.9707778
;;pizza;;-1.6120507;47.2089112
World Tacos;;;;4.8083165;43.9422605
Resto pates & tacos;;;;4.8077526;43.9422749
La Fabrique;;;;6.1475471;43.0642015
Jo la Frite;;fries,burger;;3.2214518;50.167009
McDonald's;McDonald's;burger;;2.380592;48.91316
Taxi Brouss - Etxe Baï;;kebab,snack,salad,sandwich;;-1.473324;43.4891913
Noon;;;;3.8807608;43.6163297
Le Big Bahut;;;;3.8815036;43.6158922
La Grignotine;;sandwich;;1.0902186;49.4418917
L'Orient Grill;;kebab;;7.0523816;48.7349753
Burger King;Burger King;burger;;5.9484266;45.5728671
Savour Pizza;;pizza;https://www.savourpizza.fr/;7.4585904;48.2624486
Tout chaud;;;;3.0652221;50.6354713
Fooday;;;;3.0445125;50.6309081
Food & Cook;;;https://www.foodandcook.fr/;3.0449677;50.6304982
Pizza;;;;5.3763951;43.304663
Batistin Burger;;burger;https://www.batistinburger.fr/;0.1051601;49.4920762
Pronto Pizza;;pizza;;6.2337659;44.0917703
Sam snack;;;;1.2679787;45.8331705
Snack du Soubeyrand;;pizza;;5.7822688;43.8356285
;;pizza;;5.7819168;43.8349575
Mosaique;;kebab;;4.8519862;45.7526497
Via Pizza;;pizza;;-2.0643726;48.6307457
Fête à Crêpe;;crepe;;2.6439431;48.8493298
Orient Express;;kebab,pizza;;4.4619784;47.5426321
Cass'Dal;;;;3.0932787;45.7812669
Pizza Chez Sylvain;;pizza;https://chez-sylvain.com/;1.4467426;43.606678
Pépé Santana;;burger;https://www.pepe-santana.fr;2.3467635;48.895862
La Croissanterie;La Croissanterie;sandwich;https://www.lacroissanterie.fr;7.0691469;48.9721224
Kool;;;;3.521871;50.3581478
Le kiosque à pizzas;;pizza;;-2.837248;47.894776
Le Parigo;;;;4.7211606;45.9896355
Pizza du soleil;;pizza;;5.1703128;43.7316622
Le Régal;;sandwich;;5.4445823;43.5255476
El poulet braisé;;grill;;2.3742237;48.8711701
L'Alizée;;;;6.5032359;45.5027573
Tacos Plus;;;;0.663022;47.3508613
Pizza Marco;;pizza;;3.9826588;45.9930183
El Menzel;;mediterranean;;2.3739668;48.8708909
O'Tacos;O'Tacos;mexican;;2.1725471;48.6760224
Vaulx delice;;;;4.9283316;45.7858258
Snack BD Tacos;;;;2.3735451;48.8747915
Les deux Frères;;kebab;;2.3733339;48.8749745
Snack BDK;;kebab;;6.2711676;49.1169114
La Grignotine;;;;3.0210872;50.6391879
Memphis Coffee;;burger;;3.0976014;45.7727677
Le Longchamp;;;;6.3632609;45.418067
;;;;6.4432213;45.4594694
;;kebab;;-1.6118611;47.2092152
Pizza du Vieux Pont;;pizza;;-1.8790013;46.8455562
Istanbul Kebab;;kebab;;-1.8788486;46.8455102
Pizza Sprint;;pizza;;-1.8792049;46.8470334
Fresh Bowl;;;;-1.8792309;46.8466397
La Casa Pizz';;;;6.4443864;45.46158
L'étape;;pizza,burger,sandwich;;6.4434186;45.4615541
Pizza Rega;;pizza;;0.6350912;44.175476
Au pain dore;;;;6.3593575;45.4153797
Mhajbi;;;;2.3797956;48.8693206
;;pizza;;2.1527025;48.8371058
Le quart d'heure;;;;-0.5548682;47.4519026
Bon app';;;;-0.5554631;47.4521833
;;;;6.3586494;45.415234
Maharani;;;;7.7315796;48.5763431
Snack Mex;;;;7.7315022;48.5765714
WEST TACOS;;sandwich,burger,taco;;-1.5551139;47.2067726
West Food;;sandwich;;-1.555155;47.2069538
Papillon Pizza;;pizza;https://papillon-pizza.fr;3.0158718;50.6527104
Burger King;Burger King;burger;;2.7218597;48.2632208
Chez Tonton;;burger,sandwich,kebab;;4.5140194;45.4740176
Frangy Pizza;;pizza;;5.9302646;46.0191516
Exki;Exki;healthy,sandwich,salad,pie;https://www.exki.com/fr/;2.5789082;49.0061928
Line;;;;0.1388348;49.4935362
Bagelstein;;burger;;4.9922674;43.5939558
Efe Kebab;;kebab;;0.139503;49.4923615
Pizza Andiamo;;pizza;;0.1393395;49.4931972
Burger Time;;arab,burger,friture,mexican;;6.1104331;46.2552873
Belle la Pizza;;pizza;;2.4287918;49.1259229
Mangez Moi;;kebab;;2.3165804;48.9664555
Toon's Pizza;;pizza;;6.0666051;44.4618262
Rapido Pizza;;pizza;;2.3177869;48.9672305
Marina Pizza;;pizza;;2.3919874;48.7699622
Chez Salem II;;;;0.124863;49.4957721
Asie Express;;chinese;;2.3406681;48.8402306
Chez Bif;;burger;;6.5801174;45.3732627
Chez le Boucher;;sandwich;;6.5798241;45.3733361
;;;;5.2453531;46.2039068
McDonald's;McDonald's;burger;;5.2364452;46.2073503
Maestro Pizza;;pizza;;1.0917761;49.4305793
Les Pizzelices;;pizza;;1.3392061;47.5942332
Subway;Subway;sandwich;;0.2226457;49.5095279
Padova Pizza;;pizza;;0.7189309;47.2925325
;;pizza;;6.4398188;45.4610999
Goomie;;sandwich;;0.6818999;47.3938708
Prem’s;;burger;;0.681442;47.3940288
L'Atelier du Sandwich;;sandwich;https://nohos-deli.business.site/;-0.5721461;44.8549894
La cabane à pizza;;pizza;;0.2632307;49.5182658
3crousty;;pizza,burger;;5.2724778;45.5848801
Nour Kebab;;kebab;;1.3314019;47.5887701
Marmara Kebab;;kebab;;1.3310325;47.5889297
L’escale;;kebab;;0.6684859;47.3827446
Le Bali-Baw;;burger;;0.6783324;47.3932314
La Maisons waffle;;;;3.6949426;43.4015399
Burger King;Burger King;burger;;-1.4576407;47.2809367
Tacos Avenue;;tacco;;2.5866349;44.3644211
Subway;Subway;sandwich;;2.3481338;49.0599549
Biladi;;sandwich;;4.8708969;45.7549529
L'Atelier;;pizza;;3.0764835;49.1357097
Chez Dad;;;;2.1999545;48.8674928
145th Street;;;;2.2027561;48.8659084
La Bagelerie;;bagel;;2.2028366;48.8658678
Good Time Restaurant;;;;2.205622;48.863829
La Ronde des Pizz;;pizza;;5.2688093;45.5857732
Poke & Bowl;;poke;;0.6858669;47.3953475
La Main à la Pate;;pizza;https://www.lamainalapate.pizza/;3.2141001;50.5680774
L'artiste napolitain;;pizza;;4.4087821;45.4423276
Poka house;;;;2.3786579;48.8709541
Street Cantine;;sandwich;;2.378565;48.8714073
La Rose Sucrée;;;;2.3788501;48.8700833
O'chwa;;;;2.3798446;48.8692878
Pizza Ô feu de bois;;pizza;https://www.pizzaofeudebois.fr/;1.3268526;43.5098868
philéas;;regional;;2.3775838;50.5725251
Le Cabanon;;;;5.9828888;45.6461165
Pizza Bel Ostia;;pizza;;2.4523768;48.6284519
;;kebab;;1.9432863;49.9652492
Grillé;;sandwich;https://grilleparis.com/;2.3473121;48.8665297
Sandwicherie à Sandra;;sandwich;;5.8330711;48.302364
Kiosque à Pizza;;pizza;;0.3729897;46.6820617
Five Guys;Five Guys;burger;;-1.630293;47.22595
Pépé Joe;;burger,pizza;;-1.5147668;43.48026
Subway;Subway;sandwich;;-1.5037362;43.4831599
H3P;;burger;;5.8686725;43.1253504
Take Otac;;mexican;https://takeotac.com;2.3131203;48.8431965
Le 55 Pizza;;pizza;;2.2219716;48.8674388
La Vespa;;pizza;;-1.7543359;47.202467
makaroni;;italian;;-1.6929462;48.085354
Boucherie au Bon Goût;;rotisserie;;2.273365;48.9270993
Le Prince du Château;;;;4.3906217;44.6203507
Il Vecchio Pizza;;pizza;;2.2645728;49.0003613
La Suite... Tacos;;tacos;https://la-suite-tacos-toulouse.eatbu.com/?lang=fr;1.4365058;43.6039147
M&B café shop;;;;-1.5554834;47.220739
Ali Baba;;kebab;https://alibaba-lepuyenvelay.eatbu.com;3.8815928;45.0420965
L'Impériale Pizza;;pizza;http://www.limperiale-pizza-le-puy.com;3.8814441;45.0421128
Pizzeria Luigi Pepone;;italian_pizza,pizza;;2.3081154;48.8416585
La Pitchounette;;;;5.801647;43.1968041
Le 38 Pizza;;;;2.2650353;48.8535309
Kon'nichiwa;;korean;;0.6828652;47.3947001
MasterTacos Roanne;;tacos;https://www.mastertacos.com/;4.0700765;46.0454362
Délices Tacos & Burgers;;tacos,burger;;-1.5509565;47.2103922
Ô Maestro;;;;2.399891;48.8796406
Roanne Kebab;;kebab,tacos;;4.0709645;46.0444444
